Q1026040	mourning
Q59780350	michael born
Q6010860	in space
Q604697	héctor giménez
Q604697	hector gimenez
Q60676212	godzilla
Q60760501	isaac
Q60838791	illusion
Q60955876	help
Q60998265	barney
Q614108	three
Q614108	tri
Q61438109	danny
Q61637617	winter
Q61642202	romantic comedy
Q61658862	writer
Q61705128	untouchable
Q61741249	assassin 's creed
Q6198756	jim walsh
Q62018545	miracle
Q622063	the end
Q6245047	john lloyd
Q6246815	john marriott
Q6246815	sir john arthur ransome marriott
Q62602537	apart
Q6264311	john williams
Q627190	san francisco
Q627434	carmen
Q628099	association football manager
Q628099	football coach
Q628099	soccer coach
Q628099	soccer manager
Q628099	football manager
Q628099	association football coach
Q628099	manager
Q628099	coach
Q630018	bambi
Q63109796	janet
Q6334820	koda
Q63488052	camilla
Q63489834	mystery
Q635024	doraemon
Q63521631	denise
Q6353	gerardus mercator
Q6353	gerhard mercator
Q6353	gerhard kremer
Q6353	mercat.e
Q6353	mercatore
Q6353	gherardo mercatore
Q6353	gerard mercator
Q6353	mercator
Q63536459	eva
Q6355100	kalākua kaheiheimālie
Q63821555	jeanne
Q63883243	vladimir
Q63883479	albert
Q63884570	sasha
Q63885860	penelope
Q63892542	bucket
Q63892690	alice
Q63893774	johnny
Q63995024	rama rao
Q64159729	smugglers run
Q64159729	millennium falcon ride
Q64159729	smuggler 's run
Q64159729	smugglers ' run
Q64846609	lobo
Q649319	hay
Q65010072	the innocents
Q65240230	mega man
Q653473	buffalo soldiers
Q65386935	joël
Q65387567	sophie
Q664927	doraemon
Q6650158	little girl
Q6657454	live in america
Q6690281	love 101
Q675682	gamers
Q6781064	maryam
Q6829379	michael collins
Q7038725	dolores
Q7038725	dolores ( given name )
Q7038725	dolores ( first name )
Q7091491	on the road
Q7100036	orbit
Q7132803	papi khomane
Q714	stevie wonder
Q714	steveland judkins
Q714	steveland morris
Q714	stevland hardaway morris
Q714	stevland hardaway judkins
Q714	little stevie wonder
Q7152561	paul mitchell
Q7186749	phoenix
Q718917	dr. jekyll and mr. hyde
Q72706771	sen
Q72856444	forward
Q7289694	hai
Q730205	full moon
Q7363061	romeo
Q736775	toronto
Q736775	toronto , ohio
Q7438816	scratch
Q74592921	always
Q7497593	shinji mori
Q757156	hair
Q7604996	stay
Q763635	puss
Q763635	oh , the guilt
Q763635	oh the guilt
Q7676717	taj mahal
Q7687054	tarzan
Q7709493	thalaimagan
Q771112	today
Q771112	aujourd'hui
Q7715283	bad man
Q7715387	ball
Q7728806	the dance
Q7744237	the kid who could n't miss
Q7744237	kid who could n't miss
Q7757416	the platinum collection
Q7773018	the voice of conscience
Q7773018	voice of conscience
Q7824	annibale
Q7824	hannibal caratz
Q7824	a. caracci
Q7824	arnibal caracci
Q7824	caracci annibale
Q7824	h. carats
Q7824	annibal carrats
Q7824	h. caratz
Q7824	annival carrache
Q7824	annibal , bolog. carracci
Q7824	annib. carracci
Q7824	anibal carasso maestro di guido reno
Q7824	h. carrachi
Q7824	h. carraccio
Q7824	annibal carrage
Q7824	an. carraci
Q7824	annibal cartocci
Q7824	an. caracca
Q7824	annibal caraccioli
Q7824	an. caracci
Q7824	anib. carracci
Q7824	anibale caraci
Q7824	annibal caraz
Q7824	annibale caraccia
Q7824	anibale carazza
Q7824	annibale carace
Q7824	anibale carazzi
Q7824	annibale caraccio
Q7824	anibal carazza
Q7824	han. carrats
Q7824	anibale
Q7824	anib. carraci
Q7824	hanibal carache
Q7824	hannibal carratz
Q7824	h. carracci
Q7824	hannibal carrats
Q7824	carrache h
Q7824	annabal carrats
Q7824	anibal , bolog. caracci
Q7824	annibal caracchi
Q7824	anni. carracci
Q7824	hannabal carracci
Q7824	hannibal carraccio
Q7824	annibale caracce
Q7824	annib. carratz
Q7824	anibal carats
Q7824	annibale carracio
Q7824	anibale caraccioli
Q7824	carrache annibal
Q7824	anibal carache
Q7824	caraccio hannib .
Q7824	anibale carracci
Q7824	an carrats
Q7824	hanl. carracci
Q7824	annib. carrache
Q7824	annb. caracci
Q7824	han. carrachi
Q7824	anibale caraggi
Q7824	hannibal carrache
Q7824	han. carrache
Q7824	an.le carracci
Q7824	annib.e carrazza
Q7824	ann : carracci
Q7824	crats
Q7824	anibal coraci
Q7824	[ annibale carracci ]
Q7844489	triumph
Q784496	victoria
Q784496	victoria , texas
Q7884154	hide and seek
Q791944	words
Q791944	ex-11,473
Q7940050	volcano
Q794328	pilot
Q794328	eureka pilot
Q7997700	why
Q803937	birgit tengroth
Q8069029	zenda
Q807302	barb wire
Q8073443	zohar
Q810857	batman
Q810857	batman : the movie
Q81756568	norman
Q826782	stafford
Q83743319	earth
Q852919	roots
Q85755980	dead
Q86670936	collection
Q86670936	loretta goggi collection
Q87838536	suzanne
Q8849	cancer
Q8849	cnc
Q8849	cancri
Q888957	george w. p. hunt
Q901177	gaussian
Q9020056	laid to rest
Q90480072	dumas
Q9160279	around the world
Q932124	pilot
Q932124	smallville pilot
Q937865	ferdinand gottschalk
Q938656	one
Q954949	the three burials of melquiades estrada
Q954949	three burials of melquiades estrada
Q955347	raphael
Q96044666	the man
Q96373707	blood
Q972219	pattison
Q981260	el lago
Q1029467	nick
Q103011	corinth
Q103184	art
Q10393469	what a wonderful world
Q1041532	chris ray
Q10427843	believe
Q10480473	ek
Q10491425	european
Q105031	home alone
Q1057055	simtower
Q1057055	the tower
Q1057055	sim tower : the vertical empire
Q106529	alain delon
Q106529	alain fabien maurice marcel delon
Q10689397	production company
Q10689397	tv show producing company
Q10689397	tv produceur
Q10689397	tv producer company
Q10689397	television producer company
Q1081258	in absentia
Q1088134	treasure
Q11022	screw
Q1105631	code name : the cleaner
Q11058167	zid
Q11064354	string
Q11064354	line
Q11064354	thread
Q11167678	nathan
Q11196273	ruiz
Q11201014	get you
Q11224545	i will
Q11239520	phenomenon
Q1125255	hernani
Q11338576	boxer
Q11338576	pugilist
Q11350703	romance
Q1142232	javier
Q1142232	javier ( given name )
Q1142232	javier ( first name )
Q11460984	kosugi
Q114633	find
Q1163207	the zombies
Q1165439	jls
Q1165439	jack lad swing
Q1165439	jack the lad swing
Q1181618	debra
Q1181618	debra ( given name )
Q1181618	debra ( first name )
Q11860654	greatest hits
Q11963842	circus
Q12005954	the tunnel
Q12189404	the cry
Q1221058	racer
Q12263064	marian
Q12304225	bound
Q1242207	cleopatra
Q12439305	prem
Q12616377	jay
Q12616377	jay
Q1262688	squire fridell
Q1269007	dynamite
Q12736370	nadine
Q12760758	hamlet
Q12787268	dani
Q13002315	saga
Q13002315	legendary human
Q13002315	legend
Q1302327	fernando lopez
Q1302327	fernando h. lopez
Q1321871	red
Q13416266	wild
Q13590682	talbot
Q13590682	talbot family name
Q13590682	talbot surname
Q13635840	fight
Q1370988	salamander
Q1370988	life force
Q1388796	lambros lambrou
Q1393	de
Q1393	state of delaware
Q1393	the first state
Q1393	the small wonder
Q1393	blue hen state
Q1393	the diamond state
Q1397	ohio
Q1397	state of ohio
Q1397	oh
Q1397	ohio , united states
Q1397	buckeye state
Q14090	bikini
Q14117313	amsterdam
Q14118	savoy
Q1412298	helmet
Q1431941	randy
Q143720	crown
Q143720	crowns
Q1449652	nemo
Q1463671	mike silliman
Q14747378	held
Q14747378	held ( surname )
Q14752211	this time
Q15259957	komatsu
Q15295529	dimitris myrat
Q15615185	the program
Q15615185	icon
Q15615185	program
Q15624215	lucy
Q15624215	lucy ( luc besson )
Q15624215	lucy
Q15624215	lucy ( film )
Q15739824	lana
Q15739824	catherine joy perry
Q15739824	c.j. perry
Q15739824	wwe lana
Q1577483	acre
Q1577483	alliance of conservatives and reformists in europe
Q1577483	ecr party
Q1583020	western
Q1583020	western air express
Q1583020	western air lines
Q15866360	his wife
Q159923	joseph proust
Q159923	joseph louis proust
Q16077617	ziyi
Q16171944	play
Q16171944	play
Q16229909	james burke
Q16291107	tanner
Q16291107	tanner ( given name )
Q16291107	tanner ( first name )
Q16537037	beautiful
Q1664720	institute
Q16649033	extraterrestrial
Q16669008	parody
Q16669008	literary parody
Q1671105	raffles
Q16870811	hobbs
Q16872463	loomis
Q168733	valentine
Q168733	pope valentine
Q16874665	male
Q16950461	coming apart
Q16951845	supernova
Q16953146	money
Q16996391	i wish
Q170412	tune
Q170453	amazonas
Q170453	estado amazonas
Q170453	estado indígena de amazonas
Q170453	amazonas state
Q17092919	journey
Q17142291	the champ
Q1723915	kansas city
Q1723915	k. c. loving
Q1724634	moe
Q1724634	moe ( first name )
Q1724634	moe ( given name )
Q17500051	girls
Q17521049	a love story
Q17521049	love story
Q17631391	the eye
Q1763809	borko
Q178521	cowboy
Q178521	cowgirl
Q1811722	anton newcombe
Q18122508	friends
Q18150230	cowboys
Q182915	william henry
Q183050	captain apache
Q18308	town
Q18308	the tigers
Q1866453	liverpool
Q1866453	liverpool ( nova scotia )
Q1870212	sterling
Q1870212	sterling , kansas
Q1897530	bridgewater township
Q1897530	bridgewater township , rice county , minnesota
Q191037	jim henson
Q191037	james maury henson
Q19201	mike shinoda
Q19201	michael kenji shinoda
Q19201	michael `` mike '' shinoda
Q1924412	glenwood
Q1924412	glenwood , minnesota
Q1934037	conway
Q1934037	conway , usa
Q1934037	conway , iowa
Q1971387	a place in the sun
Q19759746	1984
Q1983554	newman
Q1986475	marshall
Q1986475	marshall , minnesota
Q19892699	faithful
Q19954862	three
Q20043494	ogawa
Q2019366	show boat
Q2019366	'' show boat ``
Q2037303	the third album
Q2045720	richmond
Q2045720	richmond , minnesota
Q2054750	social democratic party
Q2054750	psd
Q20643801	didier
Q2066321	wolverine
Q20741859	my life
Q20749441	eve
Q20749441	eve probe
Q20749441	extraterrestrial vegetation evaluator
Q20823074	curtis
Q20874810	illusion
Q2091584	e
Q2091584	modulus of elasticity
Q2091584	young modulus
Q20967655	land
Q20995417	minister
Q21004260	inquiry
Q21004260	investigation
Q2106125	shades
Q21143821	stella
Q212890	denis
Q21505397	my
Q21505397	motor yachts
Q2186892	orleans
Q22043077	heaven
Q2231653	harris
Q2233834	powell
Q225030	julia
Q2268455	francesco
Q2268455	francesco ( first name )
Q2268455	francesco ( given name )
Q22908432	flame
Q229529	3
Q22953531	mafia
Q22953531	game of survival
Q22953531	survival game
Q2300093	poland
Q2300093	poland , ohio
Q2301085	union
Q23240	essex
Q232517	medina
Q232517	medina danielle oona valbak
Q2329395	franklin
Q2329395	franklin armstrong
Q233322	giulietta simionato
Q2342643	sanctuary
Q23644808	hedlund
Q23779110	saul
Q23797735	cleopatra
Q2414172	marion
Q2414172	marion , massachusetts
Q2435840	arnaud
Q2446215	cornwall
Q2446215	cornwall , connecticut
Q2462895	francis
Q2462895	francis , oklahoma
Q24879320	flowers
Q25212181	virgins
Q25330	trenton
Q25330	western new jersey
Q25330	trenton city , mercer county , new jersey
Q25330	trenton township , mercer county , new jersey
Q25330	trenton city , new jersey
Q25330	trenton township , new jersey
Q25330	trenton , new jersey
Q25340356	dani
Q2536384	the company
Q25395790	mignon
Q2563720	wes farrell
Q2563720	00009805387 ipi
Q2610956	present
Q2683	parma
Q2714858	xenosaga episode i : der wille zur macht
Q2719749	violin sonata
Q2720749	hughes
Q2720749	hughes family name
Q2720749	hughes surname
Q2720749	hughes ( family name )
Q2720749	hughes ( surname )
Q27230921	the king
Q27264354	legg
Q2778160	birth
Q278044	wu
Q27928907	koda
Q28032344	together
Q28032344	together ( marcus & martinus album )
Q28114362	discovery
Q28169	alexander
Q28169	alexander , north dakota
Q28180653	coma
Q28183227	john malcolm
Q283	water
Q283	h2o
Q283	dihydrogen monoxide
Q283	dihydridooxygen
Q283	[ oh2 ]
Q283	hoh
Q283	hydrogen hydroxide
Q283	dihydrogen oxide
Q283	oxidane
Q283	hydrogen oxide
Q283	pure water
Q28335875	paul
Q28337101	paris
Q28451777	houston
Q2853822	sigmund
Q28543117	steve wilson
Q28722385	fleming
Q28747783	joe
Q2880229	secret
Q28807054	father
Q28822947	william burton
Q28914754	newton
Q289295	kristýna plíšková
Q289295	kristyna pliskova
Q2896228	neville
Q2896228	pac
Q2896228	adrian neville
Q2896228	benjamin satterly
Q29007065	carmen
Q2900926	bibb falk
Q2906214	blast
Q29763530	drury
Q299727	rolando
Q299727	rolando jorge pires da fonseca
Q3006663	cuba
Q3016273	dark side
Q30349462	high tide
Q3036854	donovan
Q30600228	the master
Q3060743	europa
Q30607886	the vietnam war
Q30607886	vietnam war
Q30611828	angel
Q307378	abdul rahman
Q307378	abd al-rahman
Q307378	abdul-rahman
Q307378	abdel rahman
Q307378	abdel-rahman
Q307378	abdelrahman
Q307378	abdurrahman
Q307378	عبدالرحمان
Q307378	rahman , abdul
Q307378	abdu ' r-rahman
Q307378	rehman , abdul
Q307378	abd-al-rahman
Q307378	` abdu ' r-raḥmán
Q307378	abdur rahman shaykh
Q307378	abdurahman
Q307378	abderrahman
Q307378	abdur rehman
Q307378	abdirahman
Q307378	` abdu ' r-rahmán
Q307378	abdu ' r rahman
Q307378	abdramane
Q307378	ghabdraxman
Q307378	عبد الرحمان
Q307378	abdul rahman
Q307378	abdolrahman
Q307378	abdur rahman
Q307378	‘ abd ar-rahman
Q307378	abd-al-rahman
Q307378	‘ abdul-rahman
Q307378	'abd ar-rahman
Q307378	'abdul-rahman
Q3123518	faith
Q314548	gerardo
Q314548	gerardi
Q314548	gerrardo della notte
Q314548	honthoist
Q314548	ghirardo della notte
Q314548	ger. del notti
Q314548	gerhard hondhorst
Q314548	ger. honthorst
Q314548	gérard honthorst
Q314548	gerhard von honthorst
Q314548	monsù gerardo
Q314548	monsù gherardo fiamengo
Q314548	gérard delanotte
Q314548	g. hontorst
Q314548	hohndorst
Q314548	gherado
Q314548	gerardus honthorst
Q314548	gherardo fiammingo detto della notte
Q314548	gérard hontorst
Q314548	della nottee
Q314548	g. hondorst
Q314548	ghirardo horthorst
Q314548	gérard hortose
Q314548	gerh. hundhorst
Q314548	gerard von honthorst
Q314548	hundthorst
Q314548	g. del notta
Q314548	hondorst
Q314548	g. honthurst
Q314548	gerard hontorts
Q314548	honttorze
Q314548	g. delanote
Q314548	gherardo delle nuti
Q314548	gérard hontorts
Q314548	g. de la natre
Q314548	gherardi
Q314548	g. hont horst
Q314548	gherardo
Q314548	c. honthorst
Q314548	carado
Q314548	guérard de lanotte
Q314548	c. della notte
Q314548	gerardo fiamingo
Q314548	g. honthorst
Q314548	honthorst gerh .
Q314548	gherardo delle note
Q314548	monsu ghilard
Q314548	g. delanotes
Q314548	gerardo fiammingo
Q314548	g. v. honthorst
Q314548	gerrit von honthorst
Q3163806	jean-baptiste-rené hertel de rouville
Q3163806	jean-baptiste-rene hertel de rouville
Q319817	joey
Q3218816	zombie zombie
Q3294948	mars
Q332105	jacques
Q332105	j.a.c. charles
Q334053	granville leveson-gower , 2nd earl granville
Q334053	lord leveson
Q33570693	ss
Q3388705	ping pong
Q339228	acclaim entertainment
Q3440244	roland romanelli
Q3452838	cleveland
Q3452838	cleveland , new york
Q3499595	stockholm
Q3505274	westport
Q3506408	swami
Q3511707	anne
Q3511707	sister anne
Q3520173	the butler
Q3520173	butler
Q3522454	the reckoning
Q3522454	reckoning
Q3530234	today
Q3545397	bushman
Q35547853	inside
Q3569397	winter
Q3597401	13
Q3617644	anna
Q3617644	anna extended edition
Q362	world war ii
Q362	ww2
Q362	world war two
Q362	2nd world war
Q362	wwii
Q362	world war 2
Q362	the second world war
Q362	second world war
Q362	ww 2
Q362	ww ii
Q3697485	cristina
Q3708699	veteran
Q3708699	veteran , new york
Q37180560	crothers
Q3718981	edelmiro arévalo
Q3718981	edelmiro arevalo
Q3780358	h2o
Q3783761	hawk
Q3808666	the body
Q3827045	lara parmiani
Q3827045	lara valentina parmiani
Q3827045	lara parmiani-williams
Q3834083	now
Q3836565	london
Q3846379	marco ponti
Q3880895	odyssey
Q3896119	parker
Q39073594	without love
Q391545	sid
Q3921953	princess
Q4100648	dorothy walker bush
Q4100648	dorothy walker
Q41449931	clint
Q4162402	dancing on the edge
Q41661769	greville
Q4184449	in tokyo
Q4191	lucerne
Q4191	luzern
Q4191	lucerne , switzerland
Q4191	lucerne lu
Q42191624	it
Q42414914	lauren
Q425057	milton
Q4268658	luka
Q43024628	marcus
Q4308215	john moores
Q4308215	sir john moores
Q4347021	john patrick
Q4347021	john patrick goggin
Q441764	karen silkwood
Q441764	karen gay silkwood
Q44701079	ken
Q451854	time warp
Q451854	let ’ s do the time warp again
Q451854	the time warp
Q455482	wash westmoreland
Q455482	wash west
Q4733825	almir guineto
Q4740774	amazing
Q4771863	anthology
Q47754979	the way
Q4780063	apocalypse
Q48270	other
Q483261	da
Q483261	amu
Q483261	atomic mass unit
Q485455	humboldt county
Q485455	humboldt county , iowa
Q48833354	matt taylor
Q48852098	the journey
Q49776	strike
Q49776	strike action
Q49776	labor strike
Q49776	labour strike
Q49776	greve
Q4978000	bruce mcnall
Q5002237	busy
Q5040238	carl
Q5078901	charles henry
Q508026	andrew toney
Q508026	the boston strangler
Q5085810	charlotte
Q5085810	charlotte kelly
Q51171296	camp
Q51206697	reckoning
Q51225920	free
Q512542	says
Q51266560	surrender
Q51268723	comrades
Q51288474	mohamed ismail
Q5130297	clayton mcdonald
Q5140395	cody
Q5157460	computer nouryoku kaiseki : ultra baken
Q51575	john huston
Q52151444	sara
Q52270515	daughters
Q5240838	david warfield
Q5240838	david wohlfeld
Q5243018	dayal thakur
Q5250073	deep
Q5250073	deep cold
Q5250073	deep da 1
Q525228	krasimir dimitrov
Q5257364	denis maccan
Q526217	elizabeth
Q529819	queen anne style architecture
Q529819	queen anne style
Q529819	queen anne architecture
Q529819	queen anne architectural style
Q5331086	easy
Q5359701	elevator
Q540652	sanders
Q540652	sanders , arizona
Q540652	sanders , az
Q54134	newburyport
Q54134	newburyport , massachusetts
Q54134	newburyport , ma
Q5444682	fernando domingos de moura
Q5451298	fire
Q546302	wish
Q5463356	flying blind
Q54869150	go
Q5489536	frank shellenback
Q5490181	frank wainright
Q5499700	free
Q54998600	hoffmann
Q550032	brookhaven
Q550032	brookhaven , new york
Q5505660	from the heart
Q5512335	g. luz a. james
Q5532833	genesis rising : the universal crusade
Q5557034	ghost
Q5557034	ghost
Q55598377	lukas
Q5563019	ginger
Q5574826	go home
Q56070900	ocean
Q5622163	guy clark
Q56290631	faith
Q563069	thomas chalmers
Q566892	annie
Q568094	benjamin massing
Q57531	princess ludovika of bavaria
Q577872	dodge city
Q579103	ivory
Q5797954	dance
Q58694751	the big sleep
Q58876454	clint
Q58876454	henry
Q59996	robin
Q6025643	suspicious activity ?
Q60540710	bad boy
Q60540710	devil in his heart
Q606715	chris walker
Q60743881	you
Q60747331	welcome
Q6075622	is a woman
Q60756926	air
Q610025	santa ana
Q611508	ca
Q6118591	jacob erskine
Q612930	veljko paunović
Q61415252	johann
Q6160917	jarrad page
Q6193279	jim
Q6205749	joanna
Q6233611	john ford
Q624312	soul
Q62565586	de oliveira
Q62568487	joanna
Q629018	nisko county
Q6297464	joyce bernal
Q6297464	joyce e. bernal
Q63225531	operation
Q63303634	chico
Q63303634	carlos francisco diassonama panzo bunga
Q63489682	miguel
Q63492420	nicole
Q635131	james brown
Q635131	james e. brown
Q635131	jimmy brown
Q635131	jim l. brown
Q635131	james l. brown
Q635131	james bowen brown
Q635131	jim brown
Q635131	james b. brown
Q63536005	agnes
Q63537014	gloria
Q63821252	freedom
Q63883178	schwartz
Q63885259	chris
Q63891204	jerry
Q63891454	red
Q63893052	george
Q639121	joaquín
Q639121	jack ovcharov
Q639121	jacob ovcharov
Q639121	joaquin
Q63970102	juan carlos
Q63970102	banana
Q6413415	kingston
Q6413415	town of kingston
Q64349064	gods
Q64349064	game oriented development system
Q6469898	lady
Q64830338	sara
Q64830338	sara the racer
Q64830338	sara the wizard
Q65081076	joy
Q653680	rogers
Q653680	rogers , ohio
Q65386683	audrey
Q6665942	loco
Q6806231	medic
Q6841074	he
Q6841074	和
Q6884433	miyazaki
Q6887817	mockingbird
Q6935053	multiquai
Q6962513	nancy
Q6962513	nancy ( with the laughing face )
Q6962513	nancy with the laughing face
Q6962513	bessie ( with the laughing face )
Q7069485	number 13
